74.0    0.9 80.0
69.0	0.1	80.0
69.0	0.3	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
67.0	0.6	80.0
72.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.9	80.0
74.0	0.3	80.0
72.0	1.2	80.0
67.0	0.6	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	1.2	80.0
69.0	0.6	80.0
69.0	0.1	80.0
69.0	0.3	80.0
67.0	1.2	80.0
72.0	0.9	80.0
74.0	0.3	80.0
77.0	0.6	80.0
79.0	0.3	80.0
74.0	0.9	80.0
76.0	0.3	80.0
74.0	1.2	80.0
72.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
69.0	0.6	80.0
72.0	0.9	80.0
74.0	0.3	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
69.0	0.4	80.0
72.0	0.1	80.0
67.0	0.6	80.0
64.0	0.6	80.0
67.0	0.6	80.0
72.0	0.9	80.0
74.0	0.3	80.0
72.0	1.2	80.0
76.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
72.0	1.2	80.0
74.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
76.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	1.2	80.0
69.0	0.6	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.9	80.0
69.0	0.3	80.0
71.0	0.6	80.0
69.0	0.6	80.0
67.0	2.4	80.0
76.0	0.6	80.0
79.0	0.1	80.0
76.0	0.2	80.0
74.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.5	80.0
64.0	0.6	80.0
67.0	0.6	80.0
69.0	0.1	80.0
67.0	0.1	80.0
72.0	0.9	80.0
74.0	0.2	80.0
76.0	0.2	80.0
72.0	2.4	80.0
76.0	0.6	80.0
76.0	0.2	80.0
79.0	0.1	80.0
76.0	0.2	80.0
74.0	0.6	80.0
76.0	0.3	80.0
79.0	0.2	80.0
74.0	0.4	80.0
72.0	0.6	80.0
69.0	0.4	80.0
72.0	0.2	80.0
64.0	0.6	80.0
67.0	0.6	80.0
72.0	0.1	80.0
69.0	0.2	80.0
72.0	0.9	80.0
76.0	0.1	80.0
72.0	1.2	80.0
69.0	0.5	80.0
72.0	0.1	80.0
64.0	0.3	80.0
64.0	0.3	80.0
67.0	0.6	80.0
72.0	0.1	80.0
72.0	1.2	80.0
72.0	0.6	80.0
74.0	0.3	80.0
74.0	0.1	80.0
76.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	1.2	80.0
74.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
74.0	0.4	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	1.2	80.0
67.0	0.6	80.0
69.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
71.0	0.6	80.0
69.0	0.3	80.0
71.0	0.3	80.0
71.0	0.1	80.0
67.0	0.3	80.0
69.0	1.2	80.0
67.0	0.6	80.0
69.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
71.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
69.0	0.6	80.0
69.0	0.3	80.0
71.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
74.0	0.3	80.0
69.0	0.3	80.0
67.0	0.1	80.0
69.0	1.8	80.0
72.0	0.6	80.0
71.0	0.6	80.0
69.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
65.0	0.6	80.0
64.0	0.3	80.0
64.0	0.1	80.0
62.0	0.6	80.0
67.0	0.4	80.0
60.0	0.9	80.0
62.0	0.3	80.0
60.0	1.2	80.0
60.0	0.9	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
64.0	0.6	80.0
67.0	0.6	80.0
62.0	0.6	80.0
64.0	0.3	80.0
62.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
67.0	0.5	80.0
60.0	0.6	80.0
60.0	0.6	80.0
62.0	0.3	80.0
67.0	0.3	80.0
64.0	0.6	80.0
64.0	0.6	80.0
64.0	0.5	80.0
67.0	0.1	80.0
62.0	0.6	80.0
64.0	0.9	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
64.0	1.8	80.0
72.0	0.5	80.0
74.0	0.1	80.0
76.0	0.2	80.0
76.0	0.1	80.0
72.0	0.6	80.0
69.0	0.6	80.0
69.0	0.4	80.0
72.0	0.2	80.0
67.0	0.3	80.0
64.0	0.3	80.0
69.0	1.2	80.0
60.0	0.6	80.0
62.0	0.6	80.0
64.0	0.3	80.0
64.0	0.1	80.0
62.0	0.6	80.0
64.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	1.2	80.0
67.0	0.5	80.0
65.0	0.6	80.0
64.0	0.5	80.0
67.0	0.1	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	1.2	80.0
69.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	1.2	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	0.6	80.0
62.0	0.3	80.0
62.0	0.1	80.0
60.0	0.3	80.0
62.0	0.3	80.0
60.0	1.8	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
72.0	0.6	80.0
76.0	0.3	80.0
72.0	0.3	80.0
74.0	1.2	80.0
76.0	0.5	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
72.0	0.5	80.0
74.0	0.1	80.0
71.0	0.6	80.0
67.0	1.2	80.0
74.0	0.3	80.0
72.0	0.1	80.0
76.0	0.1	80.0
79.0	0.2	80.0
74.0	0.1	80.0
67.0	0.9	80.0
69.0	0.3	80.0
72.0	0.6	80.0
71.0	0.6	80.0
69.0	1.2	80.0
69.0	0.3	80.0
71.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
74.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	1.8	80.0
72.0	0.5	80.0
74.0	0.1	80.0
79.0	0.1	80.0
74.0	0.2	80.0
72.0	0.6	80.0
69.0	0.6	80.0
69.0	0.5	80.0
67.0	0.3	80.0
64.0	0.3	80.0
69.0	1.2	80.0
60.0	0.6	80.0
62.0	0.6	80.0
64.0	0.3	80.0
67.0	0.2	80.0
64.0	0.1	80.0
62.0	0.6	80.0
64.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	1.2	80.0
67.0	0.5	80.0
69.0	0.1	80.0
65.0	0.6	80.0
64.0	0.4	80.0
67.0	0.2	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	1.2	80.0
69.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	1.2	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
60.0	0.6	80.0
62.0	0.3	80.0
64.0	0.1	80.0
62.0	0.2	80.0
60.0	0.3	80.0
62.0	0.3	80.0
60.0	1.8	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
72.0	0.6	80.0
76.0	0.3	80.0
72.0	0.3	80.0
74.0	1.2	80.0
76.0	0.4	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
72.0	0.5	80.0
74.0	0.2	80.0
71.0	0.6	80.0
67.0	1.2	80.0
74.0	0.3	80.0
72.0	0.2	80.0
74.0	0.1	80.0
76.0	0.2	80.0
79.0	0.2	80.0
74.0	0.2	80.0
67.0	0.9	80.0
69.0	0.3	80.0
72.0	0.6	80.0
71.0	0.6	80.0
69.0	1.2	80.0
69.0	0.3	80.0
71.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
74.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	1.8	80.0
76.0	0.6	80.0
79.0	0.1	80.0
76.0	0.2	80.0
79.0	0.2	80.0
74.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.6	80.0
69.0	0.3	80.0
69.0	0.2	80.0
67.0	0.3	80.0
69.0	0.2	80.0
67.0	0.2	80.0
72.0	1.2	80.0
74.0	0.3	80.0
79.0	0.2	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.5	80.0
74.0	0.2	80.0
67.0	1.2	80.0
60.0	0.9	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
71.0	0.3	80.0
67.0	0.6	80.0
62.0	0.9	80.0
67.0	0.3	80.0
65.0	0.6	80.0
64.0	0.2	80.0
67.0	0.3	80.0
64.0	0.1	80.0
62.0	1.2	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
72.0	1.2	80.0
76.0	0.6	80.0
76.0	0.2	80.0
79.0	0.2	80.0
76.0	0.1	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.6	80.0
72.0	0.4	80.0
74.0	0.2	80.0
67.0	1.2	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
62.0	0.6	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.6	80.0
62.0	1.2	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.3	80.0
64.0	0.3	80.0
67.0	1.2	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
67.0	0.3	80.0
72.0	1.2	80.0
67.0	0.6	80.0
72.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
77.0	0.6	80.0
76.0	0.6	80.0
74.0	1.2	80.0
74.0	0.9	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.2	80.0
74.0	0.2	80.0
72.0	0.3	80.0
74.0	0.3	80.0
77.0	0.6	80.0
76.0	0.6	80.0
74.0	1.2	80.0
74.0	0.9	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	1.2	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
64.0	0.3	80.0
67.0	1.2	80.0
72.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
77.0	0.6	80.0
76.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	1.2	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
64.0	0.3	80.0
67.0	1.2	80.0
72.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
77.0	0.6	80.0
76.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	1.2	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.1	80.0
71.0	0.3	80.0
69.0	0.2	80.0
67.0	1.2	80.0
72.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
77.0	0.6	80.0
76.0	0.2	80.0
79.0	0.3	80.0
74.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.9	80.0
74.0	0.3	80.0
72.0	1.2	80.0
72.0	0.6	80.0
65.0	0.6	80.0
65.0	0.6	80.0
67.0	0.6	80.0
69.0	0.6	80.0
72.0	0.6	80.0
67.0	1.2	80.0
67.0	0.6	80.0
65.0	0.6	80.0
64.0	0.6	80.0
62.0	0.6	80.0
60.0	1.2	80.0
72.0	0.9	80.0
74.0	0.3	80.0
77.0	0.6	80.0
76.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	1.2	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
69.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	1.2	80.0
64.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
64.0	0.6	80.0
62.0	0.6	80.0
60.0	1.2	80.0
60.0	1.2	80.0
76.0	0.6	80.0
79.0	0.6	80.0
74.0	0.6	80.0
79.0	0.3	80.0
74.0	0.3	80.0
76.0	1.2	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	0.4	80.0
67.0	0.9	80.0
69.0	0.3	80.0
72.0	0.6	80.0
71.0	0.6	80.0
69.0	1.2	80.0
69.0	0.3	80.0
71.0	0.3	80.0
67.0	0.6	80.0
69.0	0.6	80.0
71.0	0.3	80.0
67.0	0.3	80.0
69.0	1.2	80.0
69.0	0.9	80.0
72.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.9	80.0
69.0	0.3	80.0
67.0	1.2	80.0
65.0	0.6	80.0
64.0	0.6	80.0
62.0	0.6	80.0
67.0	0.6	80.0
60.0	0.9	80.0
62.0	0.3	80.0
60.0	1.2	80.0
60.0	0.9	80.0
62.0	0.3	80.0
64.0	0.6	80.0
67.0	0.6	80.0
64.0	1.2	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
64.0	0.6	80.0
67.0	0.6	80.0
62.0	0.9	80.0
64.0	0.3	80.0
67.0	1.2	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
67.0	0.4	80.0
60.0	0.6	80.0
60.0	0.9	80.0
62.0	0.3	80.0
64.0	1.2	80.0
76.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
74.0	1.2	80.0
76.0	1.2	80.0
76.0	0.6	80.0
74.0	0.6	80.0
76.0	1.2	80.0
76.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.4	80.0
72.0	0.6	80.0
72.0	0.3	80.0
72.0	0.1	80.0
69.0	0.3	80.0
67.0	0.5	80.0
69.0	0.1	80.0
67.0	0.6	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
76.0	0.1	80.0
74.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.1	80.0
69.0	0.3	80.0
67.0	0.4	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.5	80.0
67.0	0.1	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
76.0	0.1	80.0
74.0	0.1	80.0
69.0	0.3	80.0
67.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	1.2	80.0
72.0	0.4	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.1	80.0
67.0	0.1	80.0
64.0	0.3	80.0
62.0	0.3	80.0
60.0	1.2	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	1.2	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	1.2	80.0
72.0	0.6	80.0
74.0	0.3	80.0
74.0	0.1	80.0
76.0	0.3	80.0
76.0	0.1	80.0
74.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.5	80.0
72.0	0.1	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
67.0	0.4	80.0
72.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
67.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	1.2	80.0
72.0	0.5	80.0
74.0	0.1	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.1	80.0
69.0	0.1	80.0
64.0	0.3	80.0
62.0	0.3	80.0
60.0	1.2	80.0
76.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
67.0	0.6	80.0
74.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
72.0	1.2	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.2	80.0
67.0	0.6	80.0
76.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
79.0	0.3	80.0
76.0	1.2	80.0
74.0	0.3	80.0
76.0	0.1	80.0
72.0	0.6	80.0
74.0	0.6	80.0
76.0	0.6	80.0
74.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
72.0	0.6	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.2	80.0
67.0	0.6	80.0
76.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
79.0	0.3	80.0
76.0	1.2	80.0
74.0	0.3	80.0
72.0	0.6	80.0
74.0	0.6	80.0
76.0	0.6	80.0
74.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.4	80.0
72.0	0.8	80.0
72.0	0.6	80.0
74.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
74.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
74.0	0.6	80.0
76.0	1.2	80.0
76.0	0.1	80.0
74.0	0.4	80.0
72.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
72.0	0.6	80.0
69.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
69.0	0.6	80.0
72.0	0.6	80.0
72.0	0.6	80.0
74.0	0.6	80.0
76.0	0.6	80.0
76.0	0.1	80.0
72.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.5	80.0
69.0	0.1	80.0
72.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
79.0	0.1	80.0
74.0	0.3	80.0
76.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
79.0	0.6	80.0
76.0	0.1	80.0
74.0	0.3	80.0
72.0	0.6	80.0
74.0	0.3	80.0
72.0	0.6	80.0
72.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
76.0	0.6	80.0
74.0	0.3	80.0
72.0	0.3	80.0
74.0	0.2	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.5	80.0
72.0	0.6	80.0
67.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
72.0	0.6	80.0
67.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
67.0	0.6	80.0
67.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.5	80.0
69.0	0.1	80.0
72.0	0.6	80.0
72.0	0.5	80.0
76.0	0.6	80.0
76.0	0.1	80.0
72.0	0.3	80.0
74.0	0.6	80.0
69.0	0.6	80.0
72.0	0.6	80.0
69.0	0.3	80.0
72.0	0.2	80.0
67.0	0.3	80.0
64.0	0.3	80.0
69.0	0.6	80.0
72.0	0.6	80.0
69.0	0.3	80.0
69.0	0.1	80.0
67.0	0.3	80.0
64.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
76.0	0.1	80.0
72.0	0.3	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.6	80.0
67.0	0.5	80.0
69.0	0.1	80.0
60.0	0.6	80.0
60.0	0.3	80.0
62.0	0.3	80.0
64.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.5	80.0
69.0	0.1	80.0
64.0	0.3	80.0
62.0	0.3	80.0
60.0	0.6	80.0
69.0	0.3	80.0
72.0	0.3	80.0
67.0	0.5	80.0
72.0	0.3	80.0
74.0	0.3	80.0
76.0	0.3	80.0
74.0	0.3	80.0
72.0	0.3	80.0
74.0	0.3	80.0
72.0	0.6	80.0
76.0	0.3	80.0
79.0	0.3	80.0
76.0	0.3	80.0
76.0	0.2	80.0
72.0	0.3	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.3	80.0
76.0	0.1	80.0
67.0	1.2	80.0
69.0	0.8	80.0
74.0	0.3	80.0
76.0	0.2	80.0
79.0	0.1	80.0
74.0	0.1	80.0
72.0	0.3	80.0
74.0	0.2	80.0
76.0	0.2	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
67.0	1.2	80.0
69.0	0.3	80.0
74.0	0.2	80.0
67.0	0.6	80.0
76.0	0.2	80.0
79.0	0.2	80.0
74.0	0.3	80.0
67.0	0.6	80.0
69.0	0.3	80.0
74.0	0.2	80.0
67.0	0.6	80.0
76.0	0.3	80.0
74.0	0.3	80.0
67.0	0.6	80.0
69.0	0.8	80.0
74.0	0.3	80.0
79.0	0.1	80.0
74.0	0.1	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.6	80.0
74.0	0.3	80.0
76.0	0.3	80.0
67.0	1.2	80.0
67.0	0.6	80.0
67.0	0.6	80.0
67.0	1.2	80.0
76.0	0.9	80.0
74.0	0.3	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
69.0	0.1	80.0
72.0	0.2	80.0
62.0	1.2	80.0
69.0	0.9	80.0
74.0	0.3	80.0
79.0	0.1	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
67.0	0.1	80.0
62.0	1.8	80.0
72.0	0.1	80.0
62.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.6	80.0
69.0	0.1	80.0
62.0	0.6	80.0
64.0	0.3	80.0
67.0	0.3	80.0
62.0	0.6	80.0
69.0	0.8	80.0
74.0	0.3	80.0
79.0	0.1	80.0
72.0	0.3	80.0
74.0	0.1	80.0
72.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
71.0	0.3	80.0
69.0	0.3	80.0
67.0	0.3	80.0
64.0	0.3	80.0
67.0	0.3	80.0
67.0	0.1	88.0
62.0	0.6	88.0
62.0	0.6	88.0
62.0	0.6	88.0
62.0	1.2	88.0
